item_id,item_name,brand,quantity,location
P-SYN-0001294,Fresh Salad Mix,SunBite,5,Fridge
P-SYN-0001295,Chicken Nuggets,PeakFuel,5,Fridge
P-SYN-0001296,Chicken Nuggets,Green Valley,7,Pantry
P-SYN-0001297,Fresh Salad Mix,SunBite,9,Freezer
P-SYN-0001298,Whole Milk,PureRoot,5,Freezer
P-SYN-0001299,Chicken Nuggets,FarmNest,11,Freezer
P-SYN-0001300,Protein Shake,PureRoot,9,Fridge
P-SYN-0001301,Whole Milk,PeakFuel,12,Fridge
P-SYN-0001302,Whole Milk,Green Valley,1,Fridge
P-SYN-0001303,Chicken Nuggets,DailySource,12,Fridge
P-SYN-0001304,Frozen Dumplings,Green Valley,9,Freezer
P-SYN-0001305,Whole Milk,Green Valley,12,Freezer
P-SYN-0001306,Fresh Salad Mix,Green Valley,5,Fridge
P-SYN-0001307,Whole Milk,PureRoot,7,Fridge
P-SYN-0001308,Whole Milk,Green Valley,4,Pantry
P-SYN-0001309,Protein Shake,DailySource,5,Freezer
P-SYN-0001310,Protein Shake,TrailJoy,1,Freezer
P-SYN-0001311,Chicken Nuggets,DailySource,11,Fridge
P-SYN-0001312,Organic Spinach,PureRoot,8,Pantry
P-SYN-0001313,Frozen Dumplings,FarmNest,3,Pantry
P-SYN-0001314,Greek Yogurt,PureRoot,7,Freezer
P-SYN-0001315,Granola Bars,SunBite,10,Fridge
P-SYN-0001316,Chicken Nuggets,PureRoot,6,Fridge
P-SYN-0001317,Whole Milk,Green Valley,7,Freezer
P-SYN-0001318,Protein Shake,PureRoot,4,Freezer
P-SYN-0001319,Greek Yogurt,DailySource,7,Fridge
P-SYN-0001320,Whole Milk,UrbanHarvest,1,Pantry
P-SYN-0001321,Granola Bars,FarmNest,3,Fridge
P-SYN-0001322,Chicken Nuggets,Green Valley,5,Pantry
P-SYN-0001323,Fresh Salad Mix,SunBite,9,Freezer
P-SYN-0001324,Chicken Nuggets,Green Valley,7,Freezer
P-SYN-0001325,Protein Shake,FarmNest,1,Fridge
P-SYN-0001326,Fresh Salad Mix,FarmNest,10,Pantry
P-SYN-0001327,Organic Spinach,DailySource,4,Pantry
P-SYN-0001328,Greek Yogurt,SunBite,11,Pantry
P-SYN-0001329,Greek Yogurt,DailySource,2,Pantry
P-SYN-0001330,Greek Yogurt,PureRoot,12,Freezer
P-SYN-0001331,Protein Shake,TrailJoy,8,Fridge
P-SYN-0001332,Chicken Nuggets,Green Valley,9,Freezer
P-SYN-0001333,Granola Bars,PeakFuel,3,Freezer
P-SYN-0001334,Granola Bars,FarmNest,1,Fridge
P-SYN-0001335,Protein Shake,SunBite,11,Fridge
P-SYN-0001336,Whole Milk,PeakFuel,11,Pantry
P-SYN-0001337,Organic Spinach,SunBite,5,Freezer
P-SYN-0001338,Fresh Salad Mix,DailySource,1,Freezer
P-SYN-0001339,Greek Yogurt,SunBite,10,Freezer
P-SYN-0001340,Chicken Nuggets,TrailJoy,1,Freezer
P-SYN-0001341,Granola Bars,FarmNest,5,Fridge
P-SYN-0001342,Granola Bars,TrailJoy,1,Pantry
P-SYN-0001343,Greek Yogurt,SunBite,8,Pantry
P-SYN-0001344,Frozen Dumplings,PureRoot,8,Pantry
P-SYN-0001345,Organic Spinach,PureRoot,11,Freezer
P-SYN-0001346,Granola Bars,TrailJoy,11,Fridge
P-SYN-0001347,Whole Milk,Green Valley,2,Freezer
P-SYN-0001348,Granola Bars,FarmNest,11,Pantry
P-SYN-0001349,Frozen Dumplings,UrbanHarvest,1,Fridge
P-SYN-0001350,Chicken Nuggets,Green Valley,2,Freezer
P-SYN-0001351,Organic Spinach,FarmNest,7,Pantry
P-SYN-0001352,Granola Bars,Green Valley,8,Fridge
P-SYN-0001353,Protein Shake,Green Valley,9,Pantry
P-SYN-0001354,Organic Spinach,SunBite,8,Fridge
P-SYN-0001355,Fresh Salad Mix,FarmNest,9,Fridge
P-SYN-0001356,Fresh Salad Mix,FarmNest,11,Freezer
P-SYN-0001357,Granola Bars,UrbanHarvest,1,Pantry
P-SYN-0001358,Organic Spinach,DailySource,3,Pantry
P-SYN-0001359,Whole Milk,FarmNest,11,Pantry
P-SYN-0001360,Chicken Nuggets,PeakFuel,2,Fridge
P-SYN-0001361,Fresh Salad Mix,Green Valley,7,Pantry
P-SYN-0001362,Frozen Dumplings,PureRoot,2,Fridge
P-SYN-0001363,Chicken Nuggets,PureRoot,7,Fridge
P-SYN-0001364,Organic Spinach,Green Valley,9,Fridge
P-SYN-0001365,Organic Spinach,TrailJoy,10,Fridge
P-SYN-0001366,Chicken Nuggets,Green Valley,11,Fridge
P-SYN-0001367,Fresh Salad Mix,TrailJoy,11,Freezer
P-SYN-0001368,Granola Bars,PeakFuel,4,Freezer
P-SYN-0001369,Fresh Salad Mix,FarmNest,11,Freezer
P-SYN-0001370,Whole Milk,DailySource,1,Fridge
P-SYN-0001371,Greek Yogurt,Green Valley,12,Pantry
P-SYN-0001372,Granola Bars,FarmNest,5,Fridge
P-SYN-0001373,Whole Milk,TrailJoy,7,Pantry
P-SYN-0001374,Organic Spinach,SunBite,3,Fridge
P-SYN-0001375,Chicken Nuggets,UrbanHarvest,4,Fridge
P-SYN-0001376,Greek Yogurt,PeakFuel,10,Freezer
P-SYN-0001377,Fresh Salad Mix,Green Valley,4,Pantry
P-SYN-0001378,Fresh Salad Mix,DailySource,1,Fridge
P-SYN-0001379,Granola Bars,TrailJoy,7,Freezer
P-SYN-0001380,Greek Yogurt,PeakFuel,1,Freezer
P-SYN-0001381,Whole Milk,TrailJoy,12,Freezer
P-SYN-0001382,Granola Bars,SunBite,12,Pantry
P-SYN-0001383,Chicken Nuggets,UrbanHarvest,5,Pantry
P-SYN-0001384,Organic Spinach,TrailJoy,7,Pantry
P-SYN-0001385,Granola Bars,FarmNest,2,Freezer
P-SYN-0001386,Chicken Nuggets,DailySource,4,Pantry
P-SYN-0001387,Whole Milk,PeakFuel,12,Freezer
P-SYN-0001388,Fresh Salad Mix,FarmNest,4,Fridge
P-SYN-0001389,Protein Shake,PureRoot,1,Freezer
P-SYN-0001390,Fresh Salad Mix,DailySource,10,Pantry
P-SYN-0001391,Fresh Salad Mix,PeakFuel,10,Fridge
P-SYN-0001392,Greek Yogurt,UrbanHarvest,10,Freezer
P-SYN-0001393,Chicken Nuggets,FarmNest,3,Pantry
P-SYN-0001394,Organic Spinach,PeakFuel,3,Pantry
P-SYN-0001395,Fresh Salad Mix,FarmNest,3,Freezer
P-SYN-0001396,Greek Yogurt,Green Valley,7,Freezer
P-SYN-0001397,Fresh Salad Mix,SunBite,8,Pantry
P-SYN-0001398,Fresh Salad Mix,FarmNest,4,Freezer
P-SYN-0001399,Fresh Salad Mix,FarmNest,10,Pantry
P-SYN-0001400,Protein Shake,TrailJoy,6,Pantry
P-SYN-0001401,Chicken Nuggets,PureRoot,9,Pantry
P-SYN-0001402,Chicken Nuggets,DailySource,8,Pantry
P-SYN-0001403,Greek Yogurt,UrbanHarvest,7,Fridge
P-SYN-0001404,Granola Bars,SunBite,4,Freezer
P-SYN-0001405,Greek Yogurt,Green Valley,9,Freezer
P-SYN-0001406,Protein Shake,SunBite,6,Fridge
P-SYN-0001407,Protein Shake,SunBite,3,Fridge
P-SYN-0001408,Fresh Salad Mix,Green Valley,1,Fridge
P-SYN-0001409,Frozen Dumplings,PeakFuel,5,Fridge
P-SYN-0001410,Chicken Nuggets,PureRoot,3,Pantry
P-SYN-0001411,Frozen Dumplings,PeakFuel,12,Pantry
P-SYN-0001412,Protein Shake,Green Valley,5,Pantry
P-SYN-0001413,Frozen Dumplings,TrailJoy,5,Fridge
P-SYN-0001414,Organic Spinach,TrailJoy,9,Pantry
P-SYN-0001415,Chicken Nuggets,UrbanHarvest,3,Pantry
P-SYN-0001416,Chicken Nuggets,FarmNest,1,Pantry
P-SYN-0001417,Fresh Salad Mix,UrbanHarvest,11,Freezer
P-SYN-0001418,Granola Bars,FarmNest,12,Pantry
P-SYN-0001419,Greek Yogurt,PeakFuel,1,Freezer
P-SYN-0001420,Greek Yogurt,Green Valley,9,Fridge
P-SYN-0001421,Protein Shake,UrbanHarvest,4,Fridge
P-SYN-0001422,Chicken Nuggets,PureRoot,7,Pantry
P-SYN-0001423,Frozen Dumplings,PeakFuel,9,Pantry
P-SYN-0001424,Fresh Salad Mix,FarmNest,10,Pantry
P-SYN-0001425,Organic Spinach,UrbanHarvest,7,Pantry
P-SYN-0001426,Greek Yogurt,Green Valley,2,Freezer
P-SYN-0001427,Whole Milk,TrailJoy,11,Fridge
P-SYN-0001428,Chicken Nuggets,PureRoot,7,Fridge
P-SYN-0001429,Fresh Salad Mix,UrbanHarvest,8,Fridge
P-SYN-0001430,Granola Bars,Green Valley,5,Fridge
P-SYN-0001431,Granola Bars,DailySource,5,Fridge
P-SYN-0001432,Greek Yogurt,UrbanHarvest,4,Fridge
P-SYN-0001433,Protein Shake,DailySource,11,Pantry
P-SYN-0001434,Whole Milk,PureRoot,2,Fridge
P-SYN-0001435,Organic Spinach,DailySource,8,Freezer
P-SYN-0001436,Protein Shake,FarmNest,2,Freezer
P-SYN-0001437,Whole Milk,Green Valley,4,Freezer
P-SYN-0001438,Frozen Dumplings,FarmNest,1,Fridge
P-SYN-0001439,Whole Milk,SunBite,10,Fridge
P-SYN-0001440,Chicken Nuggets,TrailJoy,4,Freezer
P-SYN-0001441,Organic Spinach,TrailJoy,5,Pantry
P-SYN-0001442,Greek Yogurt,PeakFuel,5,Freezer
P-SYN-0001443,Chicken Nuggets,PeakFuel,9,Pantry
P-SYN-0001444,Organic Spinach,PeakFuel,8,Freezer
P-SYN-0001445,Organic Spinach,DailySource,12,Pantry
P-SYN-0001446,Fresh Salad Mix,FarmNest,4,Freezer
P-SYN-0001447,Frozen Dumplings,Green Valley,12,Freezer
P-SYN-0001448,Fresh Salad Mix,UrbanHarvest,2,Pantry
P-SYN-0001449,Frozen Dumplings,DailySource,11,Fridge
P-SYN-0001450,Whole Milk,SunBite,8,Pantry
P-SYN-0001451,Protein Shake,FarmNest,9,Pantry
P-SYN-0001452,Whole Milk,SunBite,5,Freezer
P-SYN-0001453,Fresh Salad Mix,TrailJoy,5,Fridge
P-SYN-0001454,Frozen Dumplings,UrbanHarvest,9,Fridge
P-SYN-0001455,Whole Milk,UrbanHarvest,9,Pantry
P-SYN-0001456,Frozen Dumplings,SunBite,6,Freezer
P-SYN-0001457,Granola Bars,PeakFuel,12,Pantry
P-SYN-0001458,Fresh Salad Mix,UrbanHarvest,4,Pantry
P-SYN-0001459,Frozen Dumplings,PureRoot,1,Pantry
P-SYN-0001460,Chicken Nuggets,DailySource,1,Fridge
P-SYN-0001461,Granola Bars,Green Valley,10,Fridge
P-SYN-0001462,Organic Spinach,PeakFuel,6,Freezer
P-SYN-0001463,Frozen Dumplings,PeakFuel,1,Fridge
P-SYN-0001464,Greek Yogurt,FarmNest,2,Pantry
P-SYN-0001465,Organic Spinach,TrailJoy,10,Freezer
P-SYN-0001466,Fresh Salad Mix,FarmNest,12,Pantry
P-SYN-0001467,Organic Spinach,TrailJoy,9,Freezer
P-SYN-0001468,Fresh Salad Mix,PeakFuel,11,Pantry
P-SYN-0001469,Organic Spinach,DailySource,9,Pantry
P-SYN-0001470,Organic Spinach,FarmNest,7,Freezer
P-SYN-0001471,Greek Yogurt,UrbanHarvest,2,Freezer
P-SYN-0001472,Granola Bars,PureRoot,12,Pantry
P-SYN-0001473,Protein Shake,TrailJoy,12,Fridge
P-SYN-0001474,Whole Milk,PureRoot,3,Fridge
P-SYN-0001475,Organic Spinach,TrailJoy,10,Freezer
P-SYN-0001476,Granola Bars,PeakFuel,1,Pantry
P-SYN-0001477,Organic Spinach,PureRoot,8,Fridge
P-SYN-0001478,Chicken Nuggets,Green Valley,10,Fridge
P-SYN-0001479,Organic Spinach,SunBite,10,Pantry
P-SYN-0001480,Frozen Dumplings,PeakFuel,4,Fridge
P-SYN-0001481,Frozen Dumplings,TrailJoy,11,Fridge
P-SYN-0001482,Fresh Salad Mix,PureRoot,2,Fridge
P-SYN-0001483,Whole Milk,PeakFuel,9,Freezer
P-SYN-0001484,Organic Spinach,UrbanHarvest,3,Freezer
P-SYN-0001485,Protein Shake,FarmNest,11,Fridge
P-SYN-0001486,Frozen Dumplings,PureRoot,1,Freezer
P-SYN-0001487,Chicken Nuggets,FarmNest,3,Fridge
P-SYN-0001488,Whole Milk,TrailJoy,10,Freezer
P-SYN-0001489,Organic Spinach,DailySource,8,Freezer
P-SYN-0001490,Whole Milk,PeakFuel,5,Freezer
P-SYN-0001491,Organic Spinach,FarmNest,11,Fridge
P-SYN-0001492,Frozen Dumplings,DailySource,2,Freezer
P-SYN-0001493,Fresh Salad Mix,SunBite,10,Pantry
P-SYN-0001494,Whole Milk,TrailJoy,10,Freezer
P-SYN-0001495,Fresh Salad Mix,DailySource,7,Freezer
P-SYN-0001496,Greek Yogurt,PureRoot,3,Fridge
P-SYN-0001497,Whole Milk,PureRoot,1,Freezer
P-SYN-0001498,Protein Shake,Green Valley,3,Pantry
P-SYN-0001499,Fresh Salad Mix,SunBite,12,Pantry
P-SYN-0001500,Granola Bars,Green Valley,3,Freezer
P-SYN-0001501,Chicken Nuggets,DailySource,1,Fridge
P-SYN-0001502,Fresh Salad Mix,PureRoot,1,Freezer
P-SYN-0001503,Organic Spinach,PureRoot,4,Fridge
P-SYN-0001504,Fresh Salad Mix,PureRoot,4,Freezer
P-SYN-0001505,Organic Spinach,UrbanHarvest,1,Fridge
P-SYN-0001506,Frozen Dumplings,PureRoot,5,Fridge
P-SYN-0001507,Frozen Dumplings,Green Valley,4,Pantry
P-SYN-0001508,Organic Spinach,SunBite,3,Fridge
P-SYN-0001509,Protein Shake,Green Valley,3,Freezer
P-SYN-0001510,Greek Yogurt,Green Valley,10,Freezer
P-SYN-0001511,Whole Milk,FarmNest,12,Fridge
P-SYN-0001512,Chicken Nuggets,UrbanHarvest,10,Freezer
P-SYN-0001513,Whole Milk,TrailJoy,2,Pantry
P-SYN-0001514,Greek Yogurt,PureRoot,1,Fridge
P-SYN-0001515,Fresh Salad Mix,Green Valley,3,Freezer
P-SYN-0001516,Whole Milk,DailySource,5,Pantry
P-SYN-0001517,Whole Milk,PeakFuel,5,Pantry
P-SYN-0001518,Greek Yogurt,Green Valley,6,Freezer
P-SYN-0001519,Granola Bars,PeakFuel,6,Fridge
P-SYN-0001520,Frozen Dumplings,SunBite,9,Fridge
P-SYN-0001521,Frozen Dumplings,PureRoot,6,Pantry
P-SYN-0001522,Whole Milk,TrailJoy,5,Freezer
P-SYN-0001523,Whole Milk,PureRoot,7,Fridge
P-SYN-0001524,Greek Yogurt,UrbanHarvest,3,Fridge
P-SYN-0001525,Chicken Nuggets,DailySource,1,Freezer
P-SYN-0001526,Fresh Salad Mix,PureRoot,1,Fridge
P-SYN-0001527,Fresh Salad Mix,SunBite,7,Fridge
P-SYN-0001528,Granola Bars,PureRoot,1,Freezer
P-SYN-0001529,Organic Spinach,PeakFuel,8,Pantry
P-SYN-0001530,Greek Yogurt,PureRoot,7,Fridge
P-SYN-0001531,Greek Yogurt,TrailJoy,6,Fridge
P-SYN-0001532,Whole Milk,UrbanHarvest,1,Fridge
P-SYN-0001533,Whole Milk,TrailJoy,11,Fridge
P-SYN-0001534,Frozen Dumplings,DailySource,4,Pantry
P-SYN-0001535,Frozen Dumplings,PureRoot,8,Fridge
P-SYN-0001536,Whole Milk,PureRoot,1,Freezer
P-SYN-0001537,Chicken Nuggets,Green Valley,6,Fridge
P-SYN-0001538,Greek Yogurt,PeakFuel,5,Fridge
P-SYN-0001539,Protein Shake,TrailJoy,10,Freezer
P-SYN-0001540,Granola Bars,DailySource,10,Freezer
P-SYN-0001541,Organic Spinach,PureRoot,5,Pantry
P-SYN-0001542,Whole Milk,TrailJoy,2,Pantry
P-SYN-0001543,Whole Milk,DailySource,10,Fridge
P-SYN-0001544,Whole Milk,DailySource,2,Pantry
P-SYN-0001545,Frozen Dumplings,PureRoot,7,Pantry
P-SYN-0001546,Granola Bars,PureRoot,10,Fridge
P-SYN-0001547,Fresh Salad Mix,UrbanHarvest,7,Fridge
P-SYN-0001548,Protein Shake,TrailJoy,6,Pantry
P-SYN-0001549,Chicken Nuggets,PeakFuel,11,Pantry
P-SYN-0001550,Chicken Nuggets,PureRoot,9,Fridge
P-SYN-0001551,Whole Milk,DailySource,1,Fridge
P-SYN-0001552,Protein Shake,DailySource,8,Pantry
P-SYN-0001553,Frozen Dumplings,PeakFuel,4,Fridge
P-SYN-0001554,Frozen Dumplings,FarmNest,3,Fridge
P-SYN-0001555,Whole Milk,PureRoot,8,Fridge
P-SYN-0001556,Protein Shake,TrailJoy,3,Pantry
P-SYN-0001557,Chicken Nuggets,TrailJoy,11,Fridge
P-SYN-0001558,Protein Shake,PureRoot,5,Freezer
P-SYN-0001559,Organic Spinach,FarmNest,9,Fridge
P-SYN-0001560,Whole Milk,TrailJoy,3,Freezer
P-SYN-0001561,Chicken Nuggets,PureRoot,10,Pantry
P-SYN-0001562,Greek Yogurt,PeakFuel,3,Freezer
P-SYN-0001563,Chicken Nuggets,TrailJoy,10,Pantry
P-SYN-0001564,Greek Yogurt,TrailJoy,12,Pantry
P-SYN-0001565,Whole Milk,FarmNest,1,Fridge
P-SYN-0001566,Protein Shake,FarmNest,1,Pantry
P-SYN-0001567,Frozen Dumplings,PeakFuel,12,Fridge
P-SYN-0001568,Frozen Dumplings,PureRoot,10,Fridge
P-SYN-0001569,Protein Shake,FarmNest,9,Freezer
P-SYN-0001570,Granola Bars,FarmNest,4,Freezer
P-SYN-0001571,Chicken Nuggets,SunBite,10,Pantry
P-SYN-0001572,Greek Yogurt,Green Valley,11,Freezer
P-SYN-0001573,Whole Milk,UrbanHarvest,2,Freezer
P-SYN-0001574,Granola Bars,UrbanHarvest,3,Freezer
P-SYN-0001575,Organic Spinach,DailySource,6,Freezer
P-SYN-0001576,Frozen Dumplings,TrailJoy,9,Fridge
P-SYN-0001577,Frozen Dumplings,Green Valley,1,Pantry
P-SYN-0001578,Fresh Salad Mix,PeakFuel,4,Fridge
P-SYN-0001579,Greek Yogurt,FarmNest,7,Pantry
P-SYN-0001580,Greek Yogurt,FarmNest,8,Freezer
P-SYN-0001581,Chicken Nuggets,DailySource,4,Fridge
P-SYN-0001582,Frozen Dumplings,PureRoot,12,Pantry
P-SYN-0001583,Organic Spinach,PureRoot,7,Freezer
P-SYN-0001584,Chicken Nuggets,Green Valley,8,Fridge
P-SYN-0001585,Protein Shake,UrbanHarvest,1,Fridge
P-SYN-0001586,Fresh Salad Mix,Green Valley,6,Pantry
P-SYN-0001587,Whole Milk,FarmNest,10,Pantry
P-SYN-0001588,Granola Bars,FarmNest,11,Freezer
P-SYN-0001589,Frozen Dumplings,Green Valley,11,Freezer
P-SYN-0001590,Granola Bars,Green Valley,3,Freezer
P-SYN-0001591,Granola Bars,Green Valley,11,Pantry
P-SYN-0001592,Fresh Salad Mix,DailySource,6,Pantry
P-SYN-0001593,Greek Yogurt,PureRoot,8,Freezer
P-SYN-0001594,Greek Yogurt,UrbanHarvest,10,Fridge
P-SYN-0001595,Fresh Salad Mix,FarmNest,1,Fridge
P-SYN-0001596,Protein Shake,PureRoot,4,Pantry
P-SYN-0001597,Whole Milk,PureRoot,5,Freezer
P-SYN-0001598,Frozen Dumplings,PeakFuel,10,Freezer
P-SYN-0001599,Granola Bars,UrbanHarvest,10,Freezer
P-SYN-0001600,Protein Shake,SunBite,9,Fridge
P-SYN-0001601,Chicken Nuggets,PeakFuel,10,Fridge
P-SYN-0001602,Granola Bars,PureRoot,1,Pantry
P-SYN-0001603,Whole Milk,UrbanHarvest,1,Freezer
P-SYN-0001604,Protein Shake,FarmNest,7,Freezer
P-SYN-0001605,Granola Bars,TrailJoy,3,Fridge
P-SYN-0001606,Protein Shake,PeakFuel,7,Fridge
P-SYN-0001607,Greek Yogurt,SunBite,3,Pantry
P-SYN-0001608,Frozen Dumplings,SunBite,6,Pantry
P-SYN-0001609,Granola Bars,UrbanHarvest,4,Freezer
P-SYN-0001610,Organic Spinach,Green Valley,12,Fridge
P-SYN-0001611,Greek Yogurt,DailySource,7,Pantry
P-SYN-0001612,Greek Yogurt,FarmNest,4,Pantry
P-SYN-0001613,Granola Bars,DailySource,5,Fridge
P-SYN-0001614,Greek Yogurt,UrbanHarvest,7,Pantry
P-SYN-0001615,Chicken Nuggets,DailySource,2,Pantry
P-SYN-0001616,Greek Yogurt,FarmNest,4,Freezer
P-SYN-0001617,Chicken Nuggets,Green Valley,6,Pantry
P-SYN-0001618,Granola Bars,SunBite,7,Pantry
P-SYN-0001619,Organic Spinach,PureRoot,12,Fridge
P-SYN-0001620,Protein Shake,PeakFuel,10,Pantry
P-SYN-0001621,Whole Milk,PureRoot,5,Freezer
P-SYN-0001622,Granola Bars,PureRoot,1,Pantry
P-SYN-0001623,Whole Milk,PureRoot,11,Freezer
P-SYN-0001624,Granola Bars,PureRoot,4,Pantry
P-SYN-0001625,Protein Shake,Green Valley,10,Freezer
P-SYN-0001626,Greek Yogurt,TrailJoy,7,Fridge
P-SYN-0001627,Organic Spinach,Green Valley,10,Fridge
P-SYN-0001628,Fresh Salad Mix,SunBite,7,Freezer
P-SYN-0001629,Greek Yogurt,Green Valley,2,Freezer
P-SYN-0001630,Whole Milk,UrbanHarvest,6,Pantry
P-SYN-0001631,Chicken Nuggets,PureRoot,5,Freezer
P-SYN-0001632,Chicken Nuggets,PureRoot,6,Freezer
P-SYN-0001633,Whole Milk,DailySource,6,Fridge
P-SYN-0001634,Greek Yogurt,PeakFuel,8,Freezer
P-SYN-0001635,Granola Bars,Green Valley,1,Fridge
P-SYN-0001636,Fresh Salad Mix,DailySource,6,Pantry
P-SYN-0001637,Fresh Salad Mix,FarmNest,5,Pantry
P-SYN-0001638,Organic Spinach,UrbanHarvest,2,Freezer
P-SYN-0001639,Fresh Salad Mix,UrbanHarvest,5,Freezer
P-SYN-0001640,Frozen Dumplings,FarmNest,3,Freezer
P-SYN-0001641,Granola Bars,PeakFuel,2,Pantry
P-SYN-0001642,Chicken Nuggets,PeakFuel,1,Fridge
P-SYN-0001643,Protein Shake,TrailJoy,9,Freezer
P-SYN-0001644,Fresh Salad Mix,Green Valley,9,Fridge
P-SYN-0001645,Whole Milk,DailySource,1,Pantry
P-SYN-0001646,Frozen Dumplings,DailySource,1,Fridge
P-SYN-0001647,Fresh Salad Mix,TrailJoy,1,Pantry
P-SYN-0001648,Granola Bars,PeakFuel,3,Fridge
P-SYN-0001649,Fresh Salad Mix,Green Valley,3,Fridge
P-SYN-0001650,Whole Milk,Green Valley,9,Pantry
P-SYN-0001651,Protein Shake,Green Valley,10,Freezer
P-SYN-0001652,Frozen Dumplings,TrailJoy,5,Pantry
P-SYN-0001653,Organic Spinach,PureRoot,11,Fridge
P-SYN-0001654,Chicken Nuggets,DailySource,10,Freezer
P-SYN-0001655,Greek Yogurt,PeakFuel,6,Fridge
P-SYN-0001656,Granola Bars,SunBite,4,Freezer
P-SYN-0001657,Fresh Salad Mix,PeakFuel,9,Fridge
P-SYN-0001658,Granola Bars,UrbanHarvest,1,Freezer
P-SYN-0001659,Protein Shake,UrbanHarvest,7,Pantry
P-SYN-0001660,Chicken Nuggets,PeakFuel,9,Fridge
P-SYN-0001661,Whole Milk,DailySource,11,Pantry
P-SYN-0001662,Protein Shake,PeakFuel,11,Fridge
P-SYN-0001663,Whole Milk,Green Valley,3,Pantry
P-SYN-0001664,Fresh Salad Mix,Green Valley,3,Pantry
P-SYN-0001665,Granola Bars,PeakFuel,3,Pantry
P-SYN-0001666,Organic Spinach,TrailJoy,2,Freezer
P-SYN-0001667,Greek Yogurt,UrbanHarvest,9,Freezer
P-SYN-0001668,Organic Spinach,DailySource,4,Freezer
P-SYN-0001669,Greek Yogurt,Green Valley,4,Fridge
P-SYN-0001670,Chicken Nuggets,DailySource,8,Freezer
P-SYN-0001671,Fresh Salad Mix,DailySource,6,Pantry
P-SYN-0001672,Whole Milk,SunBite,11,Freezer
P-SYN-0001673,Frozen Dumplings,PureRoot,12,Freezer
P-SYN-0001674,Greek Yogurt,TrailJoy,1,Pantry
P-SYN-0001675,Greek Yogurt,UrbanHarvest,11,Pantry
P-SYN-0001676,Fresh Salad Mix,PeakFuel,2,Pantry
P-SYN-0001677,Fresh Salad Mix,FarmNest,4,Pantry
P-SYN-0001678,Protein Shake,FarmNest,7,Fridge
P-SYN-0001679,Whole Milk,PureRoot,12,Pantry
P-SYN-0001680,Granola Bars,FarmNest,8,Freezer
P-SYN-0001681,Chicken Nuggets,PeakFuel,9,Fridge
P-SYN-0001682,Frozen Dumplings,DailySource,4,Pantry
P-SYN-0001683,Organic Spinach,PureRoot,7,Fridge
P-SYN-0001684,Protein Shake,SunBite,6,Fridge
P-SYN-0001685,Frozen Dumplings,DailySource,9,Pantry
P-SYN-0001686,Greek Yogurt,PeakFuel,3,Freezer
P-SYN-0001687,Whole Milk,UrbanHarvest,10,Freezer
P-SYN-0001688,Fresh Salad Mix,Green Valley,7,Fridge
P-SYN-0001689,Protein Shake,FarmNest,8,Pantry
P-SYN-0001690,Greek Yogurt,TrailJoy,11,Freezer
P-SYN-0001691,Frozen Dumplings,DailySource,10,Pantry
P-SYN-0001692,Organic Spinach,FarmNest,3,Fridge
P-SYN-0001693,Chicken Nuggets,Green Valley,1,Pantry
P-SYN-0001694,Fresh Salad Mix,UrbanHarvest,5,Pantry
P-SYN-0001695,Chicken Nuggets,Green Valley,11,Pantry
P-SYN-0001696,Granola Bars,DailySource,8,Pantry
P-SYN-0001697,Whole Milk,PeakFuel,2,Pantry
P-SYN-0001698,Chicken Nuggets,PureRoot,8,Freezer
P-SYN-0001699,Whole Milk,TrailJoy,10,Pantry
P-SYN-0001700,Frozen Dumplings,Green Valley,8,Pantry
P-SYN-0001701,Protein Shake,DailySource,9,Fridge
P-SYN-0001702,Whole Milk,SunBite,6,Freezer
P-SYN-0001703,Organic Spinach,PeakFuel,6,Pantry
P-SYN-0001704,Fresh Salad Mix,FarmNest,7,Pantry
P-SYN-0001705,Protein Shake,PeakFuel,9,Pantry
P-SYN-0001706,Chicken Nuggets,PureRoot,4,Pantry
P-SYN-0001707,Organic Spinach,FarmNest,1,Pantry
P-SYN-0001708,Chicken Nuggets,PureRoot,2,Fridge
P-SYN-0001709,Protein Shake,PureRoot,11,Fridge
P-SYN-0001710,Greek Yogurt,SunBite,11,Pantry
P-SYN-0001711,Organic Spinach,UrbanHarvest,12,Fridge
P-SYN-0001712,Frozen Dumplings,FarmNest,10,Pantry
P-SYN-0001713,Fresh Salad Mix,SunBite,9,Fridge
P-SYN-0001714,Organic Spinach,DailySource,1,Freezer
P-SYN-0001715,Fresh Salad Mix,Green Valley,2,Fridge
P-SYN-0001716,Chicken Nuggets,FarmNest,4,Freezer
P-SYN-0001717,Greek Yogurt,FarmNest,7,Pantry
P-SYN-0001718,Protein Shake,TrailJoy,5,Pantry
P-SYN-0001719,Fresh Salad Mix,PeakFuel,10,Freezer
P-SYN-0001720,Organic Spinach,TrailJoy,12,Freezer
P-SYN-0001721,Organic Spinach,PureRoot,8,Freezer
P-SYN-0001722,Chicken Nuggets,PureRoot,9,Pantry
P-SYN-0001723,Protein Shake,TrailJoy,6,Freezer
P-SYN-0001724,Chicken Nuggets,Green Valley,8,Freezer
P-SYN-0001725,Protein Shake,SunBite,3,Pantry
P-SYN-0001726,Protein Shake,SunBite,6,Freezer
P-SYN-0001727,Whole Milk,Green Valley,11,Freezer
P-SYN-0001728,Chicken Nuggets,Green Valley,6,Fridge
P-SYN-0001729,Frozen Dumplings,DailySource,10,Pantry
P-SYN-0001730,Protein Shake,PeakFuel,12,Freezer
