recall_id,event_date,product_name,brand,reason,classification,states
R-SYN-0000258,2025-12-20,Whole Milk,FarmNest,Undeclared peanut allergen,II,CA;UT;NV;CO
R-SYN-0000259,2025-12-01,Organic Spinach,Green Valley,Listeria monocytogenes risk,I,NY;CA
R-SYN-0000260,2026-03-04,Chicken Nuggets,UrbanHarvest,Potential E. coli contamination,II,CO;UT;CA;NV
R-SYN-0000261,2026-01-22,Fresh Salad Mix,Green Valley,Potential E. coli contamination,II,CA;NV;CO
R-SYN-0000262,2025-12-01,Greek Yogurt,SunBite,Potential E. coli contamination,II,UT;OR;NV;NY
R-SYN-0000263,2026-02-25,Fresh Salad Mix,SunBite,Possible metal fragments,III,WA;OR
R-SYN-0000264,2026-01-03,Frozen Dumplings,Green Valley,Potential E. coli contamination,II,CA;UT;AZ
R-SYN-0000265,2026-03-10,Frozen Dumplings,DailySource,Listeria monocytogenes risk,II,UT;CA
R-SYN-0000266,2026-03-02,Protein Shake,DailySource,Possible metal fragments,I,ALL
R-SYN-0000267,2025-12-03,Granola Bars,Green Valley,Undeclared peanut allergen,III,NY;NV
R-SYN-0000268,2025-12-03,Frozen Dumplings,PeakFuel,Undeclared peanut allergen,II,UT;AZ;WA
R-SYN-0000269,2025-12-25,Greek Yogurt,SunBite,Packaging integrity issue,II,NV;WA
R-SYN-0000270,2025-12-14,Frozen Dumplings,UrbanHarvest,Packaging integrity issue,II,AZ;CA;UT
R-SYN-0000271,2026-02-25,Chicken Nuggets,DailySource,Undeclared peanut allergen,II,NY;NV;CA
R-SYN-0000272,2025-12-23,Granola Bars,TrailJoy,Potential E. coli contamination,I,NY;NV;UT;CO
R-SYN-0000273,2026-03-18,Frozen Dumplings,Green Valley,Possible metal fragments,II,NY;TX
R-SYN-0000274,2026-03-08,Fresh Salad Mix,DailySource,Packaging integrity issue,II,TX;AZ
R-SYN-0000275,2026-01-20,Frozen Dumplings,UrbanHarvest,Listeria monocytogenes risk,I,UT;WA
R-SYN-0000276,2026-01-17,Greek Yogurt,PureRoot,Undeclared peanut allergen,I,NY;TX;CO
R-SYN-0000277,2026-02-04,Granola Bars,PureRoot,Possible metal fragments,II,ALL
R-SYN-0000278,2026-02-27,Protein Shake,DailySource,Packaging integrity issue,II,OR;CA
R-SYN-0000279,2026-02-09,Whole Milk,PureRoot,Possible metal fragments,II,NY;OR;UT;CO
R-SYN-0000280,2026-01-02,Protein Shake,DailySource,Possible metal fragments,I,OR;CO;UT
R-SYN-0000281,2025-12-21,Protein Shake,UrbanHarvest,Listeria monocytogenes risk,I,TX;WA;OR
R-SYN-0000282,2026-01-21,Greek Yogurt,Green Valley,Listeria monocytogenes risk,III,TX;NV;AZ
R-SYN-0000283,2026-01-27,Greek Yogurt,PeakFuel,Undeclared peanut allergen,I,NV;TX;WA
R-SYN-0000284,2026-01-14,Chicken Nuggets,PureRoot,Packaging integrity issue,II,NV;CA;UT;NY
R-SYN-0000285,2026-01-01,Frozen Dumplings,SunBite,Undeclared peanut allergen,II,CA;NV;CO;NY
R-SYN-0000286,2025-12-20,Fresh Salad Mix,SunBite,Potential E. coli contamination,I,UT;WA;CO;NY
R-SYN-0000287,2026-02-09,Chicken Nuggets,FarmNest,Possible metal fragments,III,NV;TX;CA
R-SYN-0000288,2025-12-15,Greek Yogurt,UrbanHarvest,Possible metal fragments,I,CO;AZ;WA;CA
R-SYN-0000289,2026-02-03,Chicken Nuggets,UrbanHarvest,Potential E. coli contamination,I,CA;AZ
R-SYN-0000290,2026-01-08,Frozen Dumplings,FarmNest,Undeclared peanut allergen,II,UT;NV;WA
R-SYN-0000291,2026-03-02,Fresh Salad Mix,FarmNest,Undeclared peanut allergen,II,WA;CO
R-SYN-0000292,2026-01-15,Fresh Salad Mix,PureRoot,Potential E. coli contamination,II,TX;UT;NV;OR
R-SYN-0000293,2026-03-08,Whole Milk,UrbanHarvest,Undeclared peanut allergen,II,UT;AZ;OR
R-SYN-0000294,2026-02-10,Fresh Salad Mix,SunBite,Possible metal fragments,II,OR;TX
R-SYN-0000295,2026-01-04,Greek Yogurt,UrbanHarvest,Potential E. coli contamination,I,ALL
R-SYN-0000296,2026-02-12,Greek Yogurt,PureRoot,Listeria monocytogenes risk,II,NY;CO;AZ
R-SYN-0000297,2026-01-22,Greek Yogurt,FarmNest,Listeria monocytogenes risk,I,CA;AZ;UT
R-SYN-0000298,2026-01-28,Greek Yogurt,TrailJoy,Listeria monocytogenes risk,III,NV;CO;WA
R-SYN-0000299,2025-12-31,Chicken Nuggets,DailySource,Undeclared peanut allergen,I,ALL
R-SYN-0000300,2025-12-24,Protein Shake,PeakFuel,Potential E. coli contamination,I,CO;UT
R-SYN-0000301,2026-01-20,Frozen Dumplings,SunBite,Possible metal fragments,II,UT;CA;NV
R-SYN-0000302,2025-12-29,Chicken Nuggets,TrailJoy,Listeria monocytogenes risk,I,OR;CA
R-SYN-0000303,2026-02-02,Granola Bars,UrbanHarvest,Potential E. coli contamination,II,WA;AZ
R-SYN-0000304,2025-12-11,Fresh Salad Mix,FarmNest,Packaging integrity issue,I,CA;AZ
R-SYN-0000305,2026-01-22,Granola Bars,FarmNest,Possible metal fragments,III,OR;TX;CO;WA
R-SYN-0000306,2025-12-04,Organic Spinach,PeakFuel,Undeclared peanut allergen,II,AZ;WA
R-SYN-0000307,2025-12-24,Fresh Salad Mix,DailySource,Undeclared peanut allergen,II,NV;CO;CA
R-SYN-0000308,2026-01-09,Frozen Dumplings,PureRoot,Packaging integrity issue,II,CO;UT;NY
R-SYN-0000309,2026-01-16,Organic Spinach,SunBite,Listeria monocytogenes risk,II,UT;NV
R-SYN-0000310,2026-03-04,Fresh Salad Mix,TrailJoy,Listeria monocytogenes risk,I,UT;NY;OR
R-SYN-0000311,2025-12-12,Chicken Nuggets,UrbanHarvest,Potential E. coli contamination,I,CA;TX;NV
R-SYN-0000312,2026-03-11,Chicken Nuggets,DailySource,Potential E. coli contamination,III,NY;OR;TX;UT
R-SYN-0000313,2026-03-20,Whole Milk,PeakFuel,Potential E. coli contamination,II,CA;NV
R-SYN-0000314,2026-01-10,Granola Bars,TrailJoy,Listeria monocytogenes risk,II,WA;CO
R-SYN-0000315,2026-03-22,Greek Yogurt,TrailJoy,Packaging integrity issue,II,ALL
R-SYN-0000316,2026-01-01,Whole Milk,SunBite,Listeria monocytogenes risk,II,NV;TX
R-SYN-0000317,2025-12-28,Frozen Dumplings,SunBite,Possible metal fragments,II,NY;UT;CA
R-SYN-0000318,2026-01-23,Organic Spinach,FarmNest,Listeria monocytogenes risk,II,NY;NV;OR;AZ
R-SYN-0000319,2026-02-03,Protein Shake,SunBite,Potential E. coli contamination,I,NV;AZ;WA;NY
R-SYN-0000320,2025-12-20,Greek Yogurt,TrailJoy,Possible metal fragments,II,OR;CA;NV;AZ
R-SYN-0000321,2025-12-09,Granola Bars,TrailJoy,Packaging integrity issue,II,OR;CA;NV
R-SYN-0000322,2025-12-07,Protein Shake,DailySource,Listeria monocytogenes risk,I,TX;CA;NY;NV
R-SYN-0000323,2026-03-15,Fresh Salad Mix,PureRoot,Possible metal fragments,II,TX;CA;OR
R-SYN-0000324,2026-03-23,Organic Spinach,PeakFuel,Undeclared peanut allergen,I,ALL
R-SYN-0000325,2025-12-20,Fresh Salad Mix,PeakFuel,Packaging integrity issue,II,TX;NY;CO
R-SYN-0000326,2026-03-21,Granola Bars,SunBite,Packaging integrity issue,III,UT;AZ
R-SYN-0000327,2026-02-09,Frozen Dumplings,PeakFuel,Listeria monocytogenes risk,II,WA;TX
R-SYN-0000328,2025-12-03,Fresh Salad Mix,SunBite,Listeria monocytogenes risk,II,ALL
R-SYN-0000329,2026-01-05,Greek Yogurt,SunBite,Potential E. coli contamination,II,CO;AZ
R-SYN-0000330,2026-01-24,Granola Bars,FarmNest,Possible metal fragments,I,TX;CA;NY
R-SYN-0000331,2025-12-18,Fresh Salad Mix,PeakFuel,Packaging integrity issue,I,TX;CO;WA;OR
R-SYN-0000332,2026-02-13,Organic Spinach,DailySource,Packaging integrity issue,I,TX;WA
R-SYN-0000333,2025-12-27,Organic Spinach,Green Valley,Potential E. coli contamination,I,NY;UT;NV
R-SYN-0000334,2026-03-27,Fresh Salad Mix,TrailJoy,Possible metal fragments,I,OR;TX;UT
R-SYN-0000335,2026-02-12,Frozen Dumplings,Green Valley,Undeclared peanut allergen,I,NV;TX
R-SYN-0000336,2025-12-09,Chicken Nuggets,PeakFuel,Possible metal fragments,I,AZ;WA
R-SYN-0000337,2026-02-22,Granola Bars,TrailJoy,Listeria monocytogenes risk,II,UT;WA
R-SYN-0000338,2026-03-12,Organic Spinach,PureRoot,Potential E. coli contamination,I,CA;AZ;UT;CO
R-SYN-0000339,2026-02-11,Granola Bars,SunBite,Undeclared peanut allergen,II,CA;NY;AZ
R-SYN-0000340,2026-02-24,Frozen Dumplings,Green Valley,Undeclared peanut allergen,III,AZ;CO;UT;CA
R-SYN-0000341,2026-01-16,Frozen Dumplings,FarmNest,Listeria monocytogenes risk,I,NY;WA;UT
R-SYN-0000342,2026-02-26,Whole Milk,PureRoot,Possible metal fragments,I,WA;NY
R-SYN-0000343,2025-12-22,Frozen Dumplings,FarmNest,Potential E. coli contamination,I,TX;AZ;NV
R-SYN-0000344,2026-03-05,Chicken Nuggets,PeakFuel,Listeria monocytogenes risk,I,ALL
R-SYN-0000345,2026-03-11,Granola Bars,Green Valley,Undeclared peanut allergen,III,WA;AZ
R-SYN-0000346,2026-02-09,Organic Spinach,PeakFuel,Possible metal fragments,III,CO;WA;CA
R-SYN-0000347,2026-01-31,Frozen Dumplings,FarmNest,Potential E. coli contamination,I,NY;WA
R-SYN-0000348,2025-12-16,Fresh Salad Mix,UrbanHarvest,Potential E. coli contamination,II,CA;TX
R-SYN-0000349,2026-03-06,Chicken Nuggets,FarmNest,Potential E. coli contamination,III,TX;CA;WA
R-SYN-0000350,2026-03-25,Greek Yogurt,PureRoot,Listeria monocytogenes risk,II,NY;AZ;TX
R-SYN-0000351,2025-12-05,Greek Yogurt,PeakFuel,Possible metal fragments,II,WA;OR;UT;NV
R-SYN-0000352,2025-12-09,Chicken Nuggets,Green Valley,Potential E. coli contamination,I,UT;WA
R-SYN-0000353,2026-01-10,Organic Spinach,PureRoot,Possible metal fragments,II,UT;AZ;WA
R-SYN-0000354,2026-02-25,Greek Yogurt,Green Valley,Possible metal fragments,II,ALL
R-SYN-0000355,2025-12-18,Granola Bars,Green Valley,Listeria monocytogenes risk,II,NY;TX
R-SYN-0000356,2026-02-28,Protein Shake,PeakFuel,Packaging integrity issue,III,WA;NV
R-SYN-0000357,2026-02-14,Greek Yogurt,FarmNest,Undeclared peanut allergen,II,AZ;CA;UT;NV
R-SYN-0000358,2026-02-14,Greek Yogurt,TrailJoy,Listeria monocytogenes risk,II,TX;CA
R-SYN-0000359,2026-03-02,Protein Shake,Green Valley,Packaging integrity issue,II,WA;NY;CO;AZ
R-SYN-0000360,2026-03-09,Whole Milk,Green Valley,Potential E. coli contamination,I,TX;AZ
R-SYN-0000361,2026-03-22,Whole Milk,PureRoot,Packaging integrity issue,I,NY;NV
R-SYN-0000362,2025-12-20,Chicken Nuggets,UrbanHarvest,Undeclared peanut allergen,II,AZ;WA;UT;OR
R-SYN-0000363,2025-12-17,Greek Yogurt,PureRoot,Possible metal fragments,II,CA;NV
R-SYN-0000364,2025-12-13,Organic Spinach,FarmNest,Packaging integrity issue,I,WA;TX;UT;CO
R-SYN-0000365,2026-02-17,Frozen Dumplings,TrailJoy,Possible metal fragments,III,AZ;CO
R-SYN-0000366,2026-03-30,Granola Bars,TrailJoy,Undeclared peanut allergen,II,CA;UT
R-SYN-0000367,2026-02-10,Chicken Nuggets,PureRoot,Undeclared peanut allergen,III,AZ;NV;CA
R-SYN-0000368,2025-12-15,Chicken Nuggets,TrailJoy,Undeclared peanut allergen,II,OR;CA
R-SYN-0000369,2026-02-19,Granola Bars,SunBite,Potential E. coli contamination,I,TX;UT
R-SYN-0000370,2026-02-16,Chicken Nuggets,Green Valley,Listeria monocytogenes risk,III,NY;CA;CO
R-SYN-0000371,2026-02-17,Protein Shake,TrailJoy,Listeria monocytogenes risk,II,UT;OR;AZ;NY
R-SYN-0000372,2026-02-21,Protein Shake,SunBite,Potential E. coli contamination,II,NY;CA;UT
R-SYN-0000373,2026-03-31,Fresh Salad Mix,SunBite,Possible metal fragments,III,WA;TX;CA
R-SYN-0000374,2026-03-05,Greek Yogurt,PeakFuel,Potential E. coli contamination,II,ALL
R-SYN-0000375,2025-12-21,Fresh Salad Mix,DailySource,Listeria monocytogenes risk,III,UT;NV;TX;NY
R-SYN-0000376,2025-12-08,Fresh Salad Mix,UrbanHarvest,Undeclared peanut allergen,II,OR;WA;NV
R-SYN-0000377,2026-02-25,Organic Spinach,FarmNest,Potential E. coli contamination,I,NV;WA;OR;CA
R-SYN-0000378,2025-12-14,Fresh Salad Mix,PureRoot,Packaging integrity issue,II,WA;CO;NY;CA
R-SYN-0000379,2026-02-09,Organic Spinach,FarmNest,Potential E. coli contamination,III,WA;UT
R-SYN-0000380,2026-03-15,Organic Spinach,PureRoot,Potential E. coli contamination,III,NY;OR;UT;AZ
R-SYN-0000381,2025-12-04,Frozen Dumplings,SunBite,Listeria monocytogenes risk,II,UT;CO;NV
R-SYN-0000382,2026-03-30,Fresh Salad Mix,SunBite,Listeria monocytogenes risk,I,TX;UT;OR;CA
R-SYN-0000383,2025-12-21,Granola Bars,UrbanHarvest,Listeria monocytogenes risk,I,CO;CA;TX;NY
R-SYN-0000384,2026-02-08,Greek Yogurt,PureRoot,Potential E. coli contamination,II,WA;CA;AZ;UT
R-SYN-0000385,2025-12-04,Granola Bars,UrbanHarvest,Potential E. coli contamination,I,OR;CO;NV
R-SYN-0000386,2026-01-01,Frozen Dumplings,TrailJoy,Undeclared peanut allergen,I,OR;NV;UT
R-SYN-0000387,2026-01-08,Frozen Dumplings,TrailJoy,Listeria monocytogenes risk,I,CO;AZ;NV;CA
R-SYN-0000388,2026-01-25,Greek Yogurt,SunBite,Possible metal fragments,II,CA;NY;TX;NV
R-SYN-0000389,2025-12-14,Organic Spinach,TrailJoy,Potential E. coli contamination,II,WA;OR;NY;UT
R-SYN-0000390,2026-01-26,Fresh Salad Mix,SunBite,Potential E. coli contamination,I,NY;CO;OR
R-SYN-0000391,2026-01-20,Whole Milk,UrbanHarvest,Undeclared peanut allergen,III,TX;OR;CA;WA
R-SYN-0000392,2026-03-25,Greek Yogurt,TrailJoy,Undeclared peanut allergen,II,NV;CA;UT
R-SYN-0000393,2025-12-22,Organic Spinach,DailySource,Undeclared peanut allergen,II,WA;OR
R-SYN-0000394,2026-01-13,Granola Bars,PeakFuel,Listeria monocytogenes risk,III,OR;WA;CO
R-SYN-0000395,2026-02-21,Fresh Salad Mix,SunBite,Potential E. coli contamination,II,UT;OR;NY
R-SYN-0000396,2026-01-03,Frozen Dumplings,DailySource,Potential E. coli contamination,I,OR;UT;AZ
R-SYN-0000397,2025-12-30,Granola Bars,TrailJoy,Undeclared peanut allergen,II,NV;AZ
R-SYN-0000398,2026-01-03,Greek Yogurt,Green Valley,Listeria monocytogenes risk,III,NV;UT;AZ
R-SYN-0000399,2026-03-27,Protein Shake,UrbanHarvest,Undeclared peanut allergen,II,AZ;OR;NV
R-SYN-0000400,2026-03-10,Greek Yogurt,PeakFuel,Potential E. coli contamination,II,UT;NY;AZ;CO
R-SYN-0000401,2026-01-07,Frozen Dumplings,TrailJoy,Possible metal fragments,I,AZ;UT;NY
R-SYN-0000402,2026-01-16,Granola Bars,DailySource,Potential E. coli contamination,II,TX;CO;UT;OR
R-SYN-0000403,2026-03-16,Fresh Salad Mix,PeakFuel,Listeria monocytogenes risk,I,WA;AZ
R-SYN-0000404,2026-02-07,Chicken Nuggets,FarmNest,Possible metal fragments,III,CO;AZ
R-SYN-0000405,2026-01-10,Greek Yogurt,UrbanHarvest,Potential E. coli contamination,I,NY;CO
R-SYN-0000406,2025-12-21,Frozen Dumplings,FarmNest,Packaging integrity issue,II,CO;NV;CA
R-SYN-0000407,2026-03-27,Protein Shake,UrbanHarvest,Potential E. coli contamination,III,WA;CA;AZ;CO
R-SYN-0000408,2026-01-10,Protein Shake,TrailJoy,Possible metal fragments,I,ALL
R-SYN-0000409,2026-01-26,Granola Bars,FarmNest,Potential E. coli contamination,III,CO;AZ;WA
R-SYN-0000410,2025-12-08,Greek Yogurt,UrbanHarvest,Listeria monocytogenes risk,II,CA;WA;TX
R-SYN-0000411,2025-12-28,Greek Yogurt,TrailJoy,Potential E. coli contamination,II,CA;NV;AZ
R-SYN-0000412,2026-02-27,Organic Spinach,Green Valley,Potential E. coli contamination,II,ALL
R-SYN-0000413,2026-01-02,Frozen Dumplings,PureRoot,Listeria monocytogenes risk,II,NY;WA;AZ
R-SYN-0000414,2026-01-03,Organic Spinach,PeakFuel,Listeria monocytogenes risk,II,NY;NV;CO
R-SYN-0000415,2025-12-06,Frozen Dumplings,SunBite,Possible metal fragments,I,ALL
R-SYN-0000416,2026-03-06,Protein Shake,PeakFuel,Packaging integrity issue,III,OR;NY;CA
R-SYN-0000417,2026-01-20,Chicken Nuggets,TrailJoy,Listeria monocytogenes risk,I,ALL
R-SYN-0000418,2026-01-05,Frozen Dumplings,SunBite,Packaging integrity issue,II,UT;TX
R-SYN-0000419,2025-12-29,Frozen Dumplings,PeakFuel,Undeclared peanut allergen,II,CO;CA;UT
R-SYN-0000420,2025-12-17,Greek Yogurt,Green Valley,Possible metal fragments,II,TX;UT;NV
R-SYN-0000421,2025-12-24,Organic Spinach,Green Valley,Undeclared peanut allergen,II,CO;OR;AZ
R-SYN-0000422,2026-03-20,Whole Milk,UrbanHarvest,Undeclared peanut allergen,I,OR;NV;AZ
R-SYN-0000423,2025-12-13,Chicken Nuggets,PureRoot,Undeclared peanut allergen,I,NY;TX
R-SYN-0000424,2026-02-06,Chicken Nuggets,DailySource,Undeclared peanut allergen,II,CA;NY;WA;NV
R-SYN-0000425,2026-03-17,Fresh Salad Mix,DailySource,Potential E. coli contamination,I,UT;WA
R-SYN-0000426,2026-01-05,Whole Milk,SunBite,Listeria monocytogenes risk,II,NV;NY;UT
R-SYN-0000427,2025-12-16,Organic Spinach,Green Valley,Undeclared peanut allergen,II,NY;TX;NV
R-SYN-0000428,2026-01-28,Whole Milk,TrailJoy,Possible metal fragments,III,ALL
R-SYN-0000429,2026-03-03,Fresh Salad Mix,PureRoot,Undeclared peanut allergen,I,CO;TX;NV;WA
R-SYN-0000430,2026-02-02,Whole Milk,SunBite,Listeria monocytogenes risk,II,ALL
R-SYN-0000431,2026-02-08,Fresh Salad Mix,Green Valley,Packaging integrity issue,II,OR;WA;AZ;NV
R-SYN-0000432,2026-02-01,Whole Milk,UrbanHarvest,Potential E. coli contamination,III,UT;CO;AZ
R-SYN-0000433,2026-01-06,Whole Milk,DailySource,Potential E. coli contamination,I,AZ;UT
R-SYN-0000434,2025-12-15,Granola Bars,UrbanHarvest,Potential E. coli contamination,I,NV;TX
R-SYN-0000435,2026-02-27,Protein Shake,TrailJoy,Potential E. coli contamination,III,WA;AZ;CA
R-SYN-0000436,2025-12-25,Fresh Salad Mix,Green Valley,Packaging integrity issue,I,UT;NY;WA
R-SYN-0000437,2026-03-31,Organic Spinach,PureRoot,Packaging integrity issue,II,NY;UT
R-SYN-0000438,2026-03-18,Fresh Salad Mix,UrbanHarvest,Packaging integrity issue,III,WA;OR;UT;NY
R-SYN-0000439,2026-02-22,Chicken Nuggets,FarmNest,Undeclared peanut allergen,II,UT;OR;NV;AZ
R-SYN-0000440,2026-01-20,Whole Milk,TrailJoy,Undeclared peanut allergen,I,AZ;NY;UT;NV
R-SYN-0000441,2026-03-09,Whole Milk,SunBite,Possible metal fragments,II,NV;OR;UT;WA
R-SYN-0000442,2025-12-18,Organic Spinach,SunBite,Potential E. coli contamination,II,ALL
R-SYN-0000443,2026-03-24,Protein Shake,PeakFuel,Undeclared peanut allergen,III,CA;OR
R-SYN-0000444,2026-03-05,Organic Spinach,UrbanHarvest,Listeria monocytogenes risk,I,UT;WA;AZ;NV
R-SYN-0000445,2026-01-19,Fresh Salad Mix,TrailJoy,Packaging integrity issue,II,CA;NV;WA
R-SYN-0000446,2026-02-06,Whole Milk,Green Valley,Potential E. coli contamination,II,WA;AZ;NV
R-SYN-0000447,2026-01-15,Protein Shake,TrailJoy,Possible metal fragments,II,NY;UT
R-SYN-0000448,2025-12-27,Frozen Dumplings,PureRoot,Potential E. coli contamination,II,NY;OR
R-SYN-0000449,2026-03-31,Whole Milk,DailySource,Undeclared peanut allergen,I,CA;OR;WA;CO
R-SYN-0000450,2026-01-20,Whole Milk,SunBite,Possible metal fragments,II,TX;NY;WA;OR
R-SYN-0000451,2026-01-22,Fresh Salad Mix,SunBite,Possible metal fragments,I,AZ;UT;NY
R-SYN-0000452,2026-03-04,Chicken Nuggets,Green Valley,Potential E. coli contamination,II,WA;CA;AZ;NY
R-SYN-0000453,2026-02-11,Frozen Dumplings,PureRoot,Possible metal fragments,II,AZ;CO;WA;CA
R-SYN-0000454,2026-02-22,Protein Shake,UrbanHarvest,Packaging integrity issue,I,ALL
R-SYN-0000455,2025-12-23,Organic Spinach,SunBite,Undeclared peanut allergen,II,NV;TX;CO;OR
R-SYN-0000456,2025-12-15,Fresh Salad Mix,SunBite,Undeclared peanut allergen,I,TX;UT
R-SYN-0000457,2026-03-25,Greek Yogurt,PeakFuel,Packaging integrity issue,I,NV;UT;WA
R-SYN-0000458,2026-01-10,Fresh Salad Mix,PureRoot,Possible metal fragments,I,CA;TX;NV;AZ
R-SYN-0000459,2026-01-16,Organic Spinach,SunBite,Possible metal fragments,III,ALL
R-SYN-0000460,2025-12-21,Granola Bars,SunBite,Possible metal fragments,II,CA;CO;TX
R-SYN-0000461,2026-01-22,Protein Shake,FarmNest,Listeria monocytogenes risk,II,NY;OR;AZ
R-SYN-0000462,2025-12-08,Whole Milk,Green Valley,Packaging integrity issue,III,CA;NV
R-SYN-0000463,2026-01-22,Frozen Dumplings,PeakFuel,Undeclared peanut allergen,II,WA;NV;AZ
R-SYN-0000464,2025-12-13,Greek Yogurt,FarmNest,Undeclared peanut allergen,I,TX;NY
R-SYN-0000465,2026-01-05,Organic Spinach,DailySource,Packaging integrity issue,I,TX;WA;AZ
R-SYN-0000466,2026-01-16,Chicken Nuggets,UrbanHarvest,Possible metal fragments,I,OR;TX
R-SYN-0000467,2025-12-06,Protein Shake,UrbanHarvest,Listeria monocytogenes risk,II,NY;AZ;NV
R-SYN-0000468,2026-02-19,Fresh Salad Mix,FarmNest,Potential E. coli contamination,I,NV;OR;UT;NY
R-SYN-0000469,2026-03-14,Whole Milk,DailySource,Listeria monocytogenes risk,II,UT;TX;CO
R-SYN-0000470,2026-01-08,Frozen Dumplings,PeakFuel,Undeclared peanut allergen,III,TX;UT;CA;OR
R-SYN-0000471,2026-01-10,Organic Spinach,PureRoot,Packaging integrity issue,I,ALL
R-SYN-0000472,2026-02-26,Chicken Nuggets,FarmNest,Possible metal fragments,II,OR;NY;WA;UT
R-SYN-0000473,2026-01-25,Frozen Dumplings,PureRoot,Possible metal fragments,II,NY;UT;WA;TX
R-SYN-0000474,2026-03-09,Greek Yogurt,DailySource,Possible metal fragments,I,TX;OR
R-SYN-0000475,2026-02-12,Protein Shake,Green Valley,Undeclared peanut allergen,II,CO;UT;CA
R-SYN-0000476,2026-03-26,Whole Milk,SunBite,Packaging integrity issue,II,OR;NY;WA;AZ
R-SYN-0000477,2026-02-11,Whole Milk,SunBite,Packaging integrity issue,I,UT;NV
R-SYN-0000478,2026-02-14,Whole Milk,DailySource,Listeria monocytogenes risk,III,ALL
R-SYN-0000479,2025-12-09,Greek Yogurt,DailySource,Undeclared peanut allergen,I,WA;NY;TX
R-SYN-0000480,2026-03-11,Whole Milk,SunBite,Undeclared peanut allergen,II,CO;UT
R-SYN-0000481,2026-01-29,Protein Shake,FarmNest,Listeria monocytogenes risk,I,ALL
R-SYN-0000482,2026-01-17,Greek Yogurt,FarmNest,Packaging integrity issue,I,NY;OR
R-SYN-0000483,2025-12-03,Greek Yogurt,PureRoot,Packaging integrity issue,III,OR;TX;CO;WA
R-SYN-0000484,2026-01-13,Chicken Nuggets,DailySource,Undeclared peanut allergen,I,NY;OR
R-SYN-0000485,2026-03-10,Whole Milk,DailySource,Packaging integrity issue,II,NY;TX;CA
R-SYN-0000486,2026-03-06,Fresh Salad Mix,FarmNest,Packaging integrity issue,I,CA;TX;UT;WA
R-SYN-0000487,2026-01-06,Greek Yogurt,Green Valley,Listeria monocytogenes risk,II,UT;NV
R-SYN-0000488,2026-03-02,Chicken Nuggets,PureRoot,Possible metal fragments,II,TX;NV;UT;NY
R-SYN-0000489,2026-01-29,Protein Shake,SunBite,Possible metal fragments,II,WA;CA;AZ
R-SYN-0000490,2025-12-26,Organic Spinach,SunBite,Packaging integrity issue,I,AZ;NV;NY;CA
R-SYN-0000491,2026-03-12,Fresh Salad Mix,PeakFuel,Possible metal fragments,III,OR;NV;CO
R-SYN-0000492,2026-03-05,Fresh Salad Mix,DailySource,Undeclared peanut allergen,II,OR;AZ;NV
R-SYN-0000493,2025-12-31,Fresh Salad Mix,FarmNest,Potential E. coli contamination,II,NY;TX;CO;OR
R-SYN-0000494,2026-02-08,Whole Milk,Green Valley,Undeclared peanut allergen,II,NY;CO
R-SYN-0000495,2025-12-03,Fresh Salad Mix,SunBite,Potential E. coli contamination,I,CA;NV;WA;OR
R-SYN-0000496,2026-01-07,Granola Bars,Green Valley,Undeclared peanut allergen,II,UT;OR
R-SYN-0000497,2026-03-07,Organic Spinach,TrailJoy,Packaging integrity issue,I,ALL
R-SYN-0000498,2026-03-01,Organic Spinach,FarmNest,Potential E. coli contamination,III,NV;UT;OR
R-SYN-0000499,2026-03-06,Organic Spinach,SunBite,Potential E. coli contamination,II,AZ;UT;NV;NY
R-SYN-0000500,2026-03-03,Protein Shake,DailySource,Listeria monocytogenes risk,II,UT;TX;OR
R-SYN-0000501,2026-03-22,Granola Bars,UrbanHarvest,Potential E. coli contamination,III,OR;CO;WA;UT
R-SYN-0000502,2026-01-29,Protein Shake,UrbanHarvest,Listeria monocytogenes risk,II,CO;TX
R-SYN-0000503,2026-02-26,Frozen Dumplings,PureRoot,Undeclared peanut allergen,II,NV;AZ;OR
R-SYN-0000504,2026-01-22,Organic Spinach,PeakFuel,Undeclared peanut allergen,I,AZ;TX;OR;CO
R-SYN-0000505,2026-01-30,Whole Milk,UrbanHarvest,Undeclared peanut allergen,III,WA;CO;AZ;TX
R-SYN-0000506,2026-03-01,Protein Shake,PeakFuel,Undeclared peanut allergen,I,AZ;NY;NV;CA
R-SYN-0000507,2026-03-16,Frozen Dumplings,DailySource,Packaging integrity issue,I,CO;AZ
R-SYN-0000508,2026-01-11,Whole Milk,DailySource,Packaging integrity issue,III,OR;NV;TX;UT
R-SYN-0000509,2026-03-15,Organic Spinach,PureRoot,Listeria monocytogenes risk,III,ALL
R-SYN-0000510,2026-02-15,Fresh Salad Mix,FarmNest,Listeria monocytogenes risk,III,AZ;CA;CO
R-SYN-0000511,2026-01-04,Protein Shake,PureRoot,Packaging integrity issue,I,NY;OR;TX
R-SYN-0000512,2026-02-25,Chicken Nuggets,UrbanHarvest,Possible metal fragments,I,AZ;UT;NV
R-SYN-0000513,2026-02-08,Granola Bars,DailySource,Undeclared peanut allergen,II,WA;TX;AZ;NY
R-SYN-0000514,2025-12-19,Protein Shake,PureRoot,Listeria monocytogenes risk,I,NY;CO;NV;CA
R-SYN-0000515,2026-03-09,Fresh Salad Mix,DailySource,Undeclared peanut allergen,III,UT;AZ;NV;WA
